Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Tue, 29 Mar 2022 08:25:44 CEST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Geo Locations,
2013-0417-LAO,2013,0417,,Natural,Hydrological,Flood,Riverine flood,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Salavan, Champasak, Attapu, Savannakhet, Xekong provinces",Tropical Depression 18,,,,,,,,2013,9,16,2013,9,18,3,,224176,,224176,,,,,61000,70954,85.97164225,"Attapu, Champasak, Salavan, Savannakhet, Xekong (Adm1).",
2013-0263-MMR,2013,0263,,Natural,Hydrological,Flood,Riverine flood,,,Myanmar,MMR,South-Eastern Asia,Asia,"Kayin, Mon, Rakhine, Taninthayi, Ayeyawaddy province",Monsoon rains,,,,,,,125251,2013,7,25,2013,8,7,7,,73300,,73300,,,,,,,85.97164225,"Ayeyawaddy, Kayin, Mon, Rakhine, Taninthayi (Adm1).",
2013-0535-MYS,2013,0535,,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Kuala Lumpur, Pahang, Terengganu, Johor, Kelantan provinces",Monsoonal rain,,,,,,,106698,2013,12,1,2013,12,8,4,,75000,,75000,,,,,2000,2326,85.97164225,"Johor, Kelantan, Kuala Lumpur, Pahang, Terengganu (Adm1).",
2013-0418-PHL,2013,0418,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Olongapo City area (Zambales district, Region III (Central Luzon) province), Busuanga area (Palawan district, Region IV province)",Heavy monsoon rains,,,,,Yes,,,2013,9,23,2013,9,27,33,8,588147,,588155,,,,,4000,4653,85.97164225,"Palawan, Zambales (Adm2).",
2013-0263-THA,2013,0263,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,Mae Sot district (Tak province),,,,,,,,,2013,7,25,2013,7,27,,,,,,,,,,97000,112828,85.97164225,Mae Sot (Adm2).,
2013-0431-THA,2013,0431,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Ang Thong, Chachoengsao, Chainat, Chanthaburi, Chian Rai, Nahkon Nayok, Nakhon Ratchasima, Nakhon Sawan, Pathum Thani, Prachinburi, Phangnga, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Prachuap Khilikhan, Sa Kaeo, Sakon Nakhon, Si Saket, Surin, Tak, Ubon Ratchathani provinces",Monsoonal rain,,,,,,,312091,2013,9,30,2013,10,14,61,,3500000,,3500000,,,,,482000,560650,85.97164225,"Ang Thong, Chachoengsao, Chainat, Chanthaburi, Chiang Rai, Nakhon Nayok, Nakhon Ratchasima, Nakhon Sawan, Pathum Thani, Phachinburi, Phangnga, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Prachuap Khilikhan, Sa Kaeo, Sakon Nakhon, Si Saket, Surin, Tak, Ubon Ratchathani (Adm1).",
2013-0533-THA,2013,0533,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Songkhla, Narathiwat, Phatthalung, Trang provinces",Monsoonal rains,,,,,,,38676,2013,11,20,2013,12,8,23,,,15254,15254,,,,,,,85.97164225,"Nakhon Si Thammarat, Narathiwat, Phatthalung, Songkhla, Trang (Adm1).",
2011-0359-VNM,2011,0359,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,Lao Cai province,,,,,,,,,2011,9,14,2011,9,14,24,,300000,,300000,,,,,44000,53004,83.01267439,Lao Cai (Adm1).,
2011-0394-VNM,2011,0394,FL-2011-000137,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"An Giang, Dong Thap, Long An, Can Tho city, Vinh Long, Hau Giang, Kien Giang provinces",Monsoonla rains exacerbated by 3 tropical storms,,,Yes,,,,,2011,9,,2011,12,,85,,600000,,600000,,,,,175002,210814,83.01267439,"An Giang, Can Tho city, Dong Thap, Hau Giang, Kien Giang, Long An, Vinh Long (Adm1).",
2011-0396-VNM,2011,0396,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Tri, Quang Binh, Thua Thien-Hue, Quang Nam provinces",,,,,,,,,2011,10,21,2011,10,21,13,14,461570,,461584,,,,,,,83.01267439,"Quang Binh, Quang Nam, Quang Tri, Thua Thien - Hue (Adm1).",
2012-0351-VNM,2012,0351,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Ninh Binh, Ha Tinh, Thanh Hoa, Nghe An provinces",Torrential rain,,,,,,,24179,2012,9,2,2012,9,11,34,40,,17500,17540,,,2000,2360,30000,35406,84.7304789,"Ha Tinh, Nghe An, Ninh Binh, Thanh Hoa (Adm1).",
2013-0333-VNM,2013,0333,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Lao Cai, Ha Giang, Lai Chau provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2013,9,,2013,9,,23,,,,,,,,,,,85.97164225,"Ha Giang, Lai Chau, Lao Cai (Adm1).",
2013-0412-VNM,2013,0412,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Da Nang City, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Ha Tinh, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Nghe An, Ninh Binh, Phu Tho, Quang Binh, Quang Nam, Quang Ninh, Quang Tri, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Thua Thien - Hue, Tuyen Quang, Vinh Phuc, Yen Bai provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2013,9,3,2013,9,4,29,,1000,,1000,,,,,,,85.97164225,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Da Nang City, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Ha Tinh, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Nghe An, Ninh Binh, Phu Tho, Quang Binh, Quang Nam, Quang Ninh, Quang Tri, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Thua Thien - Hue, Tuyen Quang, Vinh Phuc, Yen Bai (Adm1).",
2013-0266-VNM,2013,0266,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Lao Cai, Son La, Quang Ninh, Tuyen Quang provinces",,,,,,,,,2013,7,28,2013,7,30,5,,5000,,5000,,,,,6500,7561,85.97164225,"Lao Cai, Quang Ninh, Son La, Tuyen Quang (Adm1).",
2013-0380-VNM,2013,0380,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"An Giang, Ba Ria-Vung Tau, Bac Lieu, Ben Tre, Binh Dinh, Binh Duong, Binh Phuoc, Binh Thuan, Ca Mau, Can Tho City, Da Nang City, Dak Lak, Dak Nong, Dong Nai, Dong Thap, Gia Lai, Ha Tinh, Hau Giang, Ho Chi Minh City, Khanh Hoa, Kien Giang, Kon Tum, Lam Dong, Long An, Ninh Thuan, Phu Yen, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Soc Trang, Tay Ninh, Thua Thien - Hue, Tien Giang, Tra Vinh, Vinh Long provinces",Mosoonal rain and typhoon Usagi,,,,,,,,2013,9,24,2013,9,24,30,,,,,,,,,,,85.97164225,"An Giang, Ba Ria-Vung Tau, Bac Lieu, Ben Tre, Binh Dinh, Binh Duong, Binh Phuoc, Binh Thuan, Ca Mau, Can Tho city, Da Nang City, Dak Lak, Dak Nong, Dong Nai, Dong Thap, Gia Lai, Ha Tinh, Hau Giang, Ho Chi Minh City, Khanh Hoa, Kien Giang, Kon Tum, Lam Dong, Long An, Ninh Thuan, Phu Yen, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Soc Trang, Tay Ninh, Thua Thien - Hue, Tien Giang, Tra Vinh, Vinh Long (Adm1).",
2013-0417-VNM,2013,0417,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Dak Lak, Quang Tri, Quang Ngai, Quang Nam, Kon Tum provinces",Tropical Depression 18,,,,,,,,2013,9,16,2013,9,18,7,,25000,,25000,,,,,,,85.97164225,"Dak Lak, Kon Tum, Quang Nam, Quang Ngai, Quang Tri (Adm1).",
2013-0443-VNM,2013,0443,,Natural,Hydrological,Flood,Riverine flood,,,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Ngai, Binh Dinh, Quang Nam, Da Nang City, Phu Yen, Gia Lai, Kon Tum provinces",Tropical depression Podul,,,,,,,48985,2013,11,14,2013,11,20,47,66,2127865,2070,2130001,,,,,72000,83749,85.97164225,"Binh Dinh, Da Nang City, Gia Lai, Kon Tum, Phu Yen, Quang Nam, Quang Ngai (Adm1).",
2013-0553-IDN,2013,0553,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Bojonegoro, Tuban, Gresik, Mojokerto districts (Jawa Timur province)",Heavy rainfall,,,,,,,,2013,12,14,2013,12,15,4,,84250,,84250,,,,,2000,2326,85.97164225,"Bojonegoro, Gresik, Mojokerto, Tuban (Adm2).",
2013-0560-IDN,2013,0560,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Belu district (Nusatenggara Timur province),Heavy rains enhanced by Tropical cyclone Rusty,,,,,,,,2013,2,26,2013,2,28,3,,13860,,13860,,,,,,,85.97164225,Belu (Adm2).,
2014-0018-IDN,2014,0018,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kota Manado, Minahasa Utara, Kota Tomohon, Minahasa, Minahasa Selatan, Kepulauan-sangihe districts (Sulawesi Utara province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2014,1,14,2014,1,17,20,,128182,,128182,,,,,153000,175125,87.36629784,"Kepulauan-sangihe, Kota Manado, Kota Tomohon, Minahasa, Minahasa Selatan, Minahasa Utara (Adm2).",
2014-0038-IDN,2014,0038,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Subang, Indramayu districts (Jawa Barat province), Demak, Kudus districts (Jawa Tengah province), Jombang district (Jawa Timur province)",,"Slide (land, mud, snow, rock)",,,,,,,2014,1,24,2014,1,28,,,259100,1250,260350,,,,,173000,198017,87.36629784,"Demak, Indramayu, Jombang, Kudus, Subang (Adm2).",
2014-0057-IDN,2014,0057,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jawa Tengah, Jawa Timur provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2014,1,19,2014,1,22,11,,,4000,4000,,,,,2000,2289,87.36629784,"Jawa Tengah, Jawa Timur (Adm1).",
2014-0414-PHL,2014,0414,,Natural,Hydrological,Flood,Flash flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"El Salvador, Cagayan de Oro City, Lagonglong, Naauan, Opol areas (Misamis Oriental district, Region X province), Quezon area (Bukidnon district, Region X province)",Incessant heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2014,8,30,2014,9,5,4,,3770,,3770,,,,,,,87.36629784,"Bukidnon, Misamis Oriental (Adm2).",
2014-0571-PHL,2014,0571,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Kabacan, Tulunan, Pikit areas (North Cotabato district, Region XII province), Upi, So. Upi areas (Shariff Kabunsuan district, ARMM province), Maguindanao district (ARMM province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2014,8,25,2014,9,1,1,,42175,,42175,,,,,,,87.36629784,"Maguindanao, North Cotabato, Shariff Kabunsuan (Adm2).",
2014-0056-IDN,2014,0056,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Tangerang district (Banten province), Dki Jakarta province",Heavy rains,,,,,,,35769,2014,1,8,2014,2,7,32,,20000,,20000,,,20000,22892,600000,686764,87.36629784,Dki Jakarta (Adm1). Tangerang (Adm2).,
2014-0081-IDN,2014,0081,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Abepura area (Kota Jayapura district, Papua province)",Heavy rains,,,,,,,,2014,2,25,2014,2,25,13,,275,,275,,,,,,,87.36629784,Kota Jayapura (Adm2).,
2014-0473-IDN,2014,0473,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Nangroe Aceh Darussalam, Bengkulu, Jambi, Lampung, Sumatera Barat, Sumatera Utara, Riau, Sumatera Selatan provinces",,,,,,,,,2014,11,22,2014,11,24,1,,10420,,10420,,,,,,,87.36629784,"Bengkulu, Jambi, Lampung, Nangroe Aceh Darussalam, Riau, Sumatera Barat, Sumatera Selatan, Sumatera Utara (Adm1).",
2014-0260-KHM,2014,0260,,Natural,Hydrological,Flood,Flash flood,,,Cambodia,KHM,South-Eastern Asia,Asia,"Kampong Cham, Kampong Chhnang, Kampong Speu, Kampong Thom, Kampot, Kandal, Kratie, Phnom Penh, Preah Vihear, Prey Veng, Stung Treng, Takeo provinces",Heavy rains,,,,,,,,2014,7,30,2014,8,31,45,,472500,57950,530450,,,,,2000,2289,87.36629784,"Kampong Cham, Kampong Chhnang, Kampong Speu, Kampong Thom, Kampot, Kandal, Kratie, Phnom Penh, Preah Vihear, Prey Veng, Stung Treng, Takeo (Adm1).",
2014-0411-LAO,2014,0411,,Natural,Hydrological,Flood,Riverine flood,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Khammouan, Salavan, Champasak, Savannakhet provinces",,,,,,,,,2014,8,12,2014,8,18,,,750,,750,,,,,,,87.36629784,"Champasak, Khammouan, Salavan, Savannakhet (Adm1).",
2014-0412-MMR,2014,0412,,Natural,Hydrological,Flood,Riverine flood,,,Myanmar,MMR,South-Eastern Asia,Asia,Tachileik district (Shan (E) province),,,,,,,,,2014,9,17,2014,9,17,,,4600,,4600,,,,,,,87.36629784,Tachileik (Adm2).,
2014-0413-MMR,2014,0413,,Natural,Hydrological,Flood,Riverine flood,,,Myanmar,MMR,South-Eastern Asia,Asia,"Ayeyawaddy, Bago (E), Bago (W), Kayin, Kachin, Magway, Rakhine, Shan (E), Shan (N), Shan (S), Taninthayi, Yangon provinces",,,,,,,,,2014,8,,2014,8,,,,35400,,35400,,,,,,,87.36629784,"Ayeyawaddy, Bago (E), Bago (W), Kachin, Kayin, Magway, Rakhine, Shan (E), Shan (N), Shan (S), Taninthayi, Yangon (Adm1).",
2014-0494-MYS,2014,0494,FL-2014-000168,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,"Sabah, Kelantan, Pahang, Terengganu, Perak, Johor, Selangor, Perlis provinces",Heavy rains,,,Yes,,,,,2014,12,16,2014,12,30,17,,230000,,230000,,,,,284000,325068,87.36629784,"Johor, Kelantan, Pahang, Perak, Perlis, Sabah, Selangor, Terengganu (Adm1).",
2014-0250-PHL,2014,0250,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Maguindanao, Shariff Kabunsuan districts (ARMM province)",Heavy rain,,,,,,,15356,2014,6,13,2014,7,3,,,99185,,99185,,,,,,,87.36629784,"Maguindanao, Shariff Kabunsuan (Adm2).",
2014-0471-THA,2014,0471,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,Trang province,Torrential rains,,,,,,,31653,2014,11,7,2014,11,16,,,12000,,12000,,,,,,,87.36629784,Trang (Adm1).,
2014-0345-THA,2014,0345,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Sukhothai, Phra Nakhon Si Ayudhya provinces",Monsoonal rain,,,,,,,334449,2014,9,1,2014,9,8,10,,73260,,73260,,,,,10000,11446,87.36629784,"Phra Nakhon Si Ayudhya, Sukhothai (Adm1).",
2014-0493-THA,2014,0493,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Phatthalung, Narathiwat provinces",Heavy rains,,,,,,,,2014,12,,2014,12,,4,,27140,,27140,,,,,,,87.36629784,"Nakhon Si Thammarat, Narathiwat, Phatthalung (Adm1).",
2014-0522-THA,2014,0522,,Natural,Hydrological,Flood,Riverine flood,,,Thailand,THA,South-Eastern Asia,Asia,"Krabi, Nakhon Si Thammarat, Narathiwat, Pattani, Phangnga, Phatthalung, Phuket, Satun, Songkhla, Surat Thani, Trang, Yala provinces",,,,,,,,,2014,12,13,2014,12,31,15,8,18880,,18888,,,,,,,87.36629784,"Krabi, Nakhon Si Thammarat, Narathiwat, Pattani, Phangnga, Phatthalung, Phuket, Satun, Songkhla, Surat Thani, Trang, Yala (Adm1).",
2015-0460-LAO,2015,0460,,Natural,Hydrological,Flood,,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Nan district (Louangphabang province),,"Slide (land, mud, snow, rock)",,,,,,,2015,9,7,2015,9,11,4,,95,45,140,,,,,,,87.46993221,Nan (Adm2).,
2015-0253-MMR,2015,0253,FL-2015-000068,Natural,Hydrological,Flood,Riverine flood,,,Myanmar,MMR,South-Eastern Asia,Asia,"Buthidaung, Thandwe districts (Rakhine province), Taninthayi, Kayin, Ayeyawaddy, Bago (E), Bago (W) provinces",,"Slide (land, mud, snow, rock)",,,,,,,2015,6,23,2015,6,30,7,,14000,,14000,,,,,,,87.46993221,"Ayeyawaddy, Bago (E), Bago (W), Kayin, Taninthayi (Adm1). Buthidaung, Thandwe (Adm2).",
2015-0308-MMR,2015,0308,FL-2015-000080/FL-2015-000089,Natural,Hydrological,Flood,Riverine flood,,,Myanmar,MMR,South-Eastern Asia,Asia,"Mandalay, Rakhine, Chin, Sagaing, Kachin, Kayin, Shan (E), Magway, Mon, Ayeyarwady, Bago (West) provinces","Heavy rains, severe monsoon floods exacerbated by tail and of cyclone Komen","Slide (land, mud, snow, rock)",,Yes,Yes,,,26424,2015,7,15,2015,8,19,149,,1621703,,1621703,,,,,119000,136047,87.46993221,"Ayeyawaddy, Bago (W), Chin, Kachin, Kayin, Magway, Mandalay, Mon, Rakhine, Sagaing, Shan (E) (Adm1).",
2015-0021-MYS,2015,0021,,Natural,Hydrological,Flood,Riverine flood,,,Malaysia,MYS,South-Eastern Asia,Asia,Sarawak province,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,2015,1,14,2015,1,20,1,,3000,,3000,,,,,,,87.46993221,Sarawak (Adm1).,
2015-0283-PHL,2015,0283,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Caloocan, Malabon, Quezon City, Valenzuela City areas (Metropolitan Manila district, NCR province),Dinalpupihan, Mariveles areas (Bataan district, Region III province),Marilao, Meycauayan, San Jose Del Monte, Santa Maria areas (Bulacan district, Region III province), San Fernando area (Pampanga district, Region III province), Botolan, Candelaria, Masinloc areas (Zambales district, Region III province), San Jose area (Batangas district, Region IV-A province), San Pedro area (Laguna district, Region IV-A province), Conner, Kabugao areas (Apayao district, CAR province), Atok, Baguio City, Bangar, Itogon, Kapangan, Kibunga, La Trinidad, Sablan, Tuba areas (Benguet district, CAR province), Liwan, Tabuk areas (Kalinga district, CAR province)",Enhanced southwest monsoon by two tropical storm 'Egay' and Falcon',"Slide (land, mud, snow, rock)",,,,,,,2015,7,7,2015,7,10,23,,42500,,42500,,,,,86,98,87.46993221,"Apayao, Bataan, Batangas, Benguet, Bulacan, Kalinga, Laguna, Metropolitan Manila, Pampanga, Zambales (Adm2).",
2015-0359-PHL,2015,0359,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Jagna area (Bohol district, Region VII (Central Visayas) province), Malaybalay city, Valencia areas (Bukidnon district, Region X (Northern Mindanao) province), Ampatuan, Datu Piang, Pagalungan areas (Maguindanao districts, ARMM province), Kabuntalan, Sultan Kudarat areas (Shariff Kabunsuan district, ARMM province)",Effects of inter-tropical convergence zone,"Slide (land, mud, snow, rock)",,,,Yes,,,2015,7,30,2015,8,5,9,,62929,,62929,,,,,114,130,87.46993221,"Bohol, Bukidnon, Maguindanao, Shariff Kabunsuan (Adm2).",
2015-0129-IDN,2015,0129,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Indramayu district (Java Barat province),,Broken Dam/Burst bank,,,,,,7002,2015,3,15,2015,3,23,,,8000,,8000,,,,,,,87.46993221,Indramayu (Adm2).,
2015-0279-PHL,2015,0279,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Basilan, Tawi-tawi districts (ARMM province)",Inter-tropical convergence zone,Storm,,,,,,,2015,7,2,2015,7,2,8,,122000,,122000,,,,,,,87.46993221,"Basilan, Tawi-tawi (Adm2).",
2015-0036-IDN,2015,0036,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Pesisir Selatan district (Sumatera Barat province),Torrential rains,,,,,,,,2015,1,23,2015,1,25,1,,8244,15,8259,,,,,,,87.46993221,Pesisir Selatan (Adm2).,
2015-0056-IDN,2015,0056,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Gorontalo province,,,,,,,,,2015,2,5,2015,2,9,,,300,,300,,,,,,,87.46993221,Gorontalo (Adm1).,
2015-0076-IDN,2015,0076,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dki Jakarta, Jawa Barat, Jawa Timur, Jawa Tengah, Bali, Nusatenggara Barat provinces",Heavy rain,,,,,,,,2015,1,30,2015,2,2,2,,25000,,25000,,,,,,,87.46993221,"Bali, Dki Jakarta, Jawa Barat, Jawa Tengah, Jawa Timur, Nusatenggara Barat (Adm1).",
2015-0077-IDN,2015,0077,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dki Jakarta, Jawa Barat, Jawa Timur, Jawa Tengah, Bali, Nusatenggara Barat provinces",,,,,,,,,2015,2,8,2015,2,13,6,,,,,,,,,235000,268664,87.46993221,"Bali, Dki Jakarta, Jawa Barat, Jawa Tengah, Jawa Timur, Nusatenggara Barat (Adm1).",
2015-0412-IDN,2015,0412,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Aceh Jaya District (Nanggroe Aceh Darussalam Province),Heavy rains,,,,No,No,,,2015,7,15,2015,7,,,,25750,,25750,,,,,,,87.46993221,Aceh Jaya (Adm2).,
2015-0324-LAO,2015,0324,,Natural,Hydrological,Flood,,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Houaphan, Bolikhamxai, Khammouan, Louang-Namtha provinces",Continuous rains,,,,,,,,2015,8,1,2015,8,15,,,47800,,47800,,,,,10000,11433,87.46993221,"Bolikhamxai, Houaphan, Khammouan, Louang-Namtha (Adm1).",
2015-0492-MMR,2015,0492,,Natural,Hydrological,Flood,Flash flood,,,Myanmar,MMR,South-Eastern Asia,Asia,"Kalewa area (Kale district, Sagaing province)",,,,,,,,,2015,10,8,2015,10,8,16,,,,,,,,,,,87.46993221,Kale (Adm2).,
2015-0323-PHL,2015,0323,,Natural,Hydrological,Flood,Riverine flood,,,Philippines (the),PHL,South-Eastern Asia,Asia,"Malaybalay City, Valencia areas (Bukidnon district, Region X province)",Heavy rains,,,,,,,,2015,8,5,2015,8,5,9,,880,,880,,,,,,,87.46993221,Bukidnon (Adm2).,
2015-0284-PHL,2015,0284,,Natural,Hydrological,Flood,,,,Philippines (the),PHL,South-Eastern Asia,Asia,Pangasinan province,Monsoonal rain,,,,No,No,,16151,2015,7,12,2015,7,21,4,,3000,,3000,,,,,,,87.46993221,Pangasinan (Adm2).,
2016-0094-IDN,2016,0094,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Cicalengka, Rancaekek, Cileunyi, Solokan Jeruk, Majalaya, Ciparay, Baleendah, Dayeuhkolot, Bojongsoang, Pameungpeuk, Banjaran, Arjasri, Cangkuang, Katapang and Kutawaringin districts areas (Bandung, Jawa Barat province)",Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,,2016,3,8,2016,3,13,5,,24000,,24000,,,,,,,88.57345288,Bandung (Adm2).,
2016-0040-IDN,2016,0040,FL-2016-000009,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dharmasraya, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Kota Pasaman, Solok, Solok Selatan, Sawahlunto/sijunjung districts (Sumatera Barat province), Bangka Tengah, Bangka Selatan, Bangka Barat, Kota Pangkalpinang districts (Bangka Belitung province), Kampar, Rokanhulu districts (Riau province), Aceh Besar, Aceh Utara, Pidie (Nangroe Aceh Darussalam province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,235819,2016,2,7,2016,2,12,8,,80313,,80313,,,,,2000,2258,88.57345288,"Aceh Besar, Aceh Utara, Bangka Barat, Bangka Selatan, Bangka Tengah, Dharmasraya, Kampar, Kota Pangkalpinang, Kota Pasaman, Kota Payakumbuh, Kota Solok, Limapuluhkoto, Pidie, Rokanhulu, Sawahlunto/sijunjung, Solok, Solok Selatan (Adm2).",
